,City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,Average Household Size,State Code,CO,NO2,O3,SO2,PM2.5,PM10
1738,Vallejo,California,37.8,58379.0,62890.0,121269,30592.0,2.83,CA,223.64,1.35,101.57,0.67,6.34,9.92
1739,San Angelo,Texas,32.8,49669.0,50744.0,100413,7859.0,2.5,TX,,,,,,
1740,Aurora,Colorado,34.2,177899.0,180971.0,358870,65816.0,2.8200000000000003,CO,247.0,10.97,47.21,0.17,1.94,2.7
1741,Auburn,Washington,37.1,36837.0,39743.0,76580,14842.0,2.73,WA,233.65,1.67,90.12,1.82,5.79,6.41
1742,Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,15212.0,3.42,IL,,,,,,
1743,Austin,Texas,32.7,475718.0,456122.0,931840,181686.0,2.5,TX,,,,,,
1744,Loveland,Colorado,37.6,37042.0,38146.0,75188,3050.0,2.53,CO,208.62,3.86,101.57,1.4,3.7,4.27
1745,Loveland,Colorado,37.6,37042.0,38146.0,75188,3050.0,2.53,CO,208.62,3.86,101.57,1.4,3.7,4.27
1746,Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,28187.0,2.13,PA,,,,,,
1747,Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,3755.0,2.58,MO,,,,,,
1748,Syracuse,New York,30.3,69462.0,74690.0,144152,17733.0,2.39,NY,233.65,2.01,103.0,22.41,58.42,202.62
1749,Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,20717.0,2.17,MI,,,,,,
1750,Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,3732.0,2.51,NC,206.95,1.65,79.39,0.19,1.41,1.73
1751,Visalia,California,32.6,63695.0,66399.0,130094,20779.0,3.11,CA,297.07,8.23,118.73,0.95,20.31,25.48
1752,Chula Vista,California,34.6,131485.0,134269.0,265754,82710.0,3.32,CA,257.02,4.97,141.62,3.13,18.1,24.1
1753,Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,6845.0,2.77,OK,473.98,43.87,32.54,1.03,6.86,8.72
1754,Naperville,Illinois,38.5,71365.0,75794.0,147159,30399.0,2.76,IL,,,,,,
1755,Scottsdale,Arizona,46.9,115712.0,121132.0,236844,27207.0,2.17,AZ,,,,,,
1756,Redlands,California,36.2,33993.0,37035.0,71028,8681.0,2.8200000000000003,CA,397.21,9.85,263.21,9.54,56.02,63.19
1757,Atlanta,Georgia,33.8,223960.0,239915.0,463875,32016.0,2.15,GA,250.34,7.63,77.96,4.83,5.13,5.78
1758,Wilmington,Delaware,36.4,32680.0,39277.0,71957,3336.0,2.45,DE,267.03,13.37,60.8,2.44,2.69,3.53
1759,Topeka,Kansas,37.1,60879.0,66378.0,127257,6711.0,2.32,KS,220.3,5.83,51.5,2.27,1.93,2.93
1760,Mobile,Alabama,38.0,91275.0,103030.0,194305,7234.0,2.4,AL,230.31,2.91,83.69,0.97,4.22,5.18
1761,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,7915.0,2.67,GA,,,,,,
1762,Clifton,New Jersey,38.5,41932.0,44409.0,86341,27979.0,3.11,NJ,,,,,,
1763,Hawthorne,California,33.7,43682.0,44762.0,88444,32107.0,2.969999999999999,CA,320.44,16.79,150.2,4.17,16.64,21.05
1764,Merced,California,29.7,40048.0,42392.0,82440,16348.0,3.15,CA,,,,,,
1765,Lowell,Massachusetts,33.4,54422.0,56298.0,110720,33414.0,2.8,MA,,,,,,
1766,Las Vegas,Nevada,37.5,310568.0,313201.0,623769,127609.0,2.79,NV,,,,,,
1767,Sunrise,Florida,37.7,41471.0,51235.0,92706,38209.0,2.98,FL,,,,,,
1768,Carrollton,Texas,36.9,66928.0,66218.0,133146,35327.0,2.78,TX,,,,,,
1769,Livonia,Michigan,47.4,45369.0,49264.0,94633,7175.0,2.52,MI,283.72,9.51,33.62,0.84,3.16,3.65
1770,Menifee,California,37.1,42866.0,44297.0,87163,12481.0,3.06,CA,323.77,5.83,211.72,5.36,35.42,39.15
1771,Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,8069.0,2.39,PA,260.35,12.0,71.53,2.21,2.6,3.0
1772,Mission Viejo,California,44.9,48849.0,48314.0,97163,17308.0,2.85,CA,,,,,,
1773,San Leandro,California,41.8,43032.0,47679.0,90711,34293.0,2.79,CA,253.68,10.45,87.26,3.1,7.17,12.5
1774,Berkeley,California,32.5,60142.0,60829.0,120971,25000.0,2.35,CA,247.0,5.01,88.69,2.09,5.07,10.53
1775,New Britain,Connecticut,33.4,37350.0,35459.0,72809,15080.0,2.52,CT,,,,,,
1776,Alexandria,Virginia,36.6,74989.0,78522.0,153511,44030.0,2.2,VA,297.07,43.18,24.68,35.76,92.47,109.56
1777,Overland Park,Kansas,38.2,93355.0,93156.0,186511,21407.0,2.41,KS,293.73,18.51,62.94,4.59,5.89,6.92
1778,Melbourne,Florida,43.4,39180.0,40956.0,80136,9685.0,2.37,FL,,,,,,
1779,Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,12934.0,2.38,SD,206.95,1.71,72.96,0.35,2.55,4.67
1780,Huntsville,Alabama,38.1,91764.0,97350.0,189114,12691.0,2.18,AL,220.3,2.34,75.1,0.54,2.16,2.44
1781,Turlock,California,36.2,33190.0,39103.0,72293,14686.0,2.76,CA,,,,,,
1783,Champaign,Illinois,28.7,43326.0,42760.0,86086,12261.0,2.25,IL,,,,,,
1784,Inglewood,California,34.9,52995.0,58661.0,111656,34171.0,3.12,CA,320.44,16.79,150.2,4.17,16.64,21.05
1785,Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,3755.0,2.58,MO,,,,,,
1786,Brockton,Massachusetts,35.2,46273.0,49041.0,95314,27313.0,2.88,MA,263.69,11.31,54.36,1.55,3.17,6.08
1787,Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,43751.0,2.37,OK,440.6,38.04,27.9,2.44,5.65,6.81
1788,North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,49815.0,3.31,NV,,,,,,
1789,Escondido,California,33.3,76551.0,74907.0,151458,46298.0,3.27,CA,,,,,,
1790,Westminster,Colorado,37.8,54866.0,58251.0,113117,11361.0,2.63,CO,260.35,30.5,0.53,8.23,5.25,5.92
1791,Lakewood,Colorado,37.7,76013.0,76576.0,152589,14169.0,2.29,CO,250.34,11.31,100.14,2.15,4.73,5.9
1792,San Jose,California,36.5,518317.0,508602.0,1026919,401493.0,3.13,CA,317.1,12.51,153.07,4.53,22.79,27.94
1793,Irvine,California,34.6,125411.0,131516.0,256927,116366.0,2.73,CA,,,,,,
1794,Bossier City,Louisiana,32.7,33428.0,34669.0,68097,2980.0,2.4,LA,,,,,,
1795,Kendall,Florida,40.2,36658.0,39808.0,76466,31180.0,2.81,FL,,,,,,
1796,Columbus,Ohio,32.5,413981.0,435086.0,849067,101129.0,2.4,OH,263.69,9.08,44.7,1.58,2.15,2.23
1797,Clearwater,Florida,47.0,55225.0,57754.0,112979,17686.0,2.4,FL,200.27,0.19,91.55,0.21,1.85,5.34
1798,Syracuse,New York,30.3,69462.0,74690.0,144152,17733.0,2.39,NY,233.65,2.01,103.0,22.41,58.42,202.62
1799,Palm Bay,Florida,40.7,51767.0,56128.0,107895,12070.0,2.8200000000000003,FL,,,,,,
1800,Vacaville,California,35.8,50091.0,46703.0,96794,10577.0,2.9,CA,226.97,1.76,121.59,0.48,9.55,12.33
1801,Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,6971.0,2.58,MD,,,,,,
1802,Broomfield,Colorado,36.8,31755.0,33310.0,65065,5316.0,2.53,CO,,,,,,
1803,Schenectady,New York,36.7,32398.0,32901.0,65299,10961.0,2.8200000000000003,NY,273.71,12.68,38.27,0.76,4.22,4.63
1804,Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,28187.0,2.13,PA,,,,,,
1805,Memphis,Tennessee,34.1,312237.0,343523.0,655760,43318.0,2.55,TN,,,,,,
1806,Berkeley,California,32.5,60142.0,60829.0,120971,25000.0,2.35,CA,247.0,5.01,88.69,2.09,5.07,10.53
1807,Bk,California,37.0,50405.0,54909.0,105314,32435.0,2.52,CA,,,,,,
1808,Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4454.0,2.49,WI,,,,,,
1809,Rialto,California,31.6,49902.0,53235.0,103137,32741.0,3.83,CA,,,,,,
1810,Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,9813.0,2.37,WI,,,,,,
1811,Upland,California,39.7,36226.0,40221.0,76447,16552.0,2.77,CA,467.3,16.28,323.3,18.84,70.91,77.83
1812,Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,38360.0,2.61,VA,,,,,,
1813,Springdale,Arkansas,31.8,36840.0,43614.0,80454,19969.0,3.04,AR,267.03,9.08,47.92,1.07,4.29,8.32
1814,Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,56514.0,2.58,MN,,,,,,
1815,Nashua,New Hampshire,38.3,42926.0,45049.0,87975,12693.0,2.46,NH,,,,,,
1816,Temple,Texas,33.6,33512.0,38785.0,72297,3968.0,2.59,TX,,,,,,
1817,Napa,California,37.2,39828.0,40601.0,80429,18449.0,2.84,CA,220.3,1.08,108.72,0.51,8.58,11.43
1818,Melbourne,Florida,43.4,39180.0,40956.0,80136,9685.0,2.37,FL,,,,,,
1819,Santa Ana,California,30.8,167503.0,167920.0,335423,152999.0,4.58,CA,327.11,23.99,164.51,16.69,20.25,25.39
1820,Orange,California,35.0,67337.0,73658.0,140995,34550.0,3.14,CA,,,,,,
1821,Huntington Beach,California,41.6,99967.0,101960.0,201927,35368.0,2.67,CA,,,,,,
1822,Brentwood,New York,34.2,31395.0,32397.0,63792,27058.0,4.98,NY,260.35,10.54,120.16,5.9,10.89,14.86
1823,Rochester,Minnesota,35.0,54934.0,57282.0,112216,17763.0,2.55,MN,347.14,22.96,28.61,0.69,8.88,10.31
1824,New Rochelle,New York,40.6,38871.0,40967.0,79838,26960.0,2.85,NY,,,,,,
1825,Overland Park,Kansas,38.2,93355.0,93156.0,186511,21407.0,2.41,KS,293.73,18.51,62.94,4.59,5.89,6.92
1826,Spokane,Washington,36.6,102756.0,110511.0,213267,13253.0,2.34,WA,297.07,9.34,57.22,1.12,10.09,15.87
1827,Beaumont,Texas,31.6,57326.0,60784.0,118110,10516.0,2.47,TX,247.0,2.91,125.89,1.24,10.08,11.89
1828,Canton,Ohio,33.4,34476.0,37419.0,71895,2204.0,2.32,OH,,,,,,
1829,Columbia,South Carolina,28.0,67686.0,65707.0,133393,6074.0,2.32,SC,240.33,2.66,60.8,0.95,4.39,4.63
1830,Richmond,California,35.3,52615.0,57100.0,109715,42215.0,2.87,CA,273.71,7.11,58.65,0.57,5.22,5.43
1831,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,128897.0,2.52,NC,270.37,4.46,45.06,0.62,6.95,7.51
1832,Santa Monica,California,40.6,46732.0,46487.0,93219,24448.0,2.0,CA,,,,,,
1833,Bloomington,Indiana,23.5,40588.0,43227.0,83815,10033.0,2.33,IN,216.96,2.14,71.53,0.73,1.15,1.28
1834,Durham,North Carolina,33.2,121153.0,136445.0,257598,38642.0,2.4,NC,,,,,,
1835,Broomfield,Colorado,36.8,31755.0,33310.0,65065,5316.0,2.53,CO,,,,,,
1836,Indio,California,35.9,43803.0,43723.0,87526,22538.0,3.08,CA,226.97,1.39,127.32,0.82,8.99,11.52
1837,Cleveland,Ohio,36.0,186436.0,201623.0,388059,18830.0,2.24,OH,,,,,,
1838,Houston,Texas,32.6,1149686.0,1148942.0,2298628,696210.0,2.66,TX,,,,,,
1839,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,2413.0,2.29,SC,,,,,,
1840,Newark,New Jersey,34.6,138040.0,143873.0,281913,86253.0,2.73,NJ,390.53,56.21,23.96,10.25,6.16,8.81
1841,Birmingham,Alabama,35.6,102122.0,112789.0,214911,8258.0,2.21,AL,277.04,19.71,6.08,4.17,3.36,3.64
1842,Ames,Iowa,23.0,33814.0,31238.0,65052,8606.0,2.16,IA,,,,,,
1843,Newark,New Jersey,34.6,138040.0,143873.0,281913,86253.0,2.73,NJ,390.53,56.21,23.96,10.25,6.16,8.81
1844,Santa Clara,California,35.2,63278.0,62938.0,126216,52281.0,2.75,CA,317.1,12.51,153.07,4.53,22.79,27.94
1845,New Orleans,Louisiana,35.9,185736.0,203881.0,389617,21679.0,2.41,LA,,,,,,
1846,Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5318.0,2.4,RI,307.08,15.25,0.0,3.37,7.46,8.07
1847,Spring Hill,Florida,45.1,48295.0,54902.0,103197,7893.0,2.58,FL,,,,,,
1848,Oceanside,California,39.4,87482.0,88232.0,175714,37492.0,2.719999999999999,CA,,,,,,
1849,Tallahassee,Florida,26.2,89390.0,100504.0,189894,16720.0,2.38,FL,,,,,,
1850,Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4364.0,2.48,VA,253.68,3.38,46.49,0.74,5.22,5.39
1851,Westminster,California,42.9,45538.0,46573.0,92111,42227.0,3.27,CA,260.35,30.5,0.53,8.23,5.25,5.92
1852,Paradise,Nevada,37.2,122784.0,114162.0,236946,66712.0,2.65,NV,253.68,15.94,135.9,5.19,11.81,26.57
1853,Lynwood,California,29.4,35634.0,36371.0,72005,28061.0,4.43,CA,,,,,,
1854,Camarillo,California,40.8,31941.0,35682.0,67623,9735.0,2.77,CA,,,,,,
1855,Lakewood,Colorado,37.7,76013.0,76576.0,152589,14169.0,2.29,CO,250.34,11.31,100.14,2.15,4.73,5.9
1856,Lake Forest,California,40.3,41515.0,40982.0,82497,20784.0,2.76,CA,267.03,16.28,47.92,0.62,2.57,3.7
1857,Naperville,Illinois,38.5,71365.0,75794.0,147159,30399.0,2.76,IL,,,,,,
1858,Boise,Idaho,34.9,110099.0,108181.0,218280,13409.0,2.61,ID,223.64,2.49,90.84,0.51,6.94,20.84
1859,Metairie,Louisiana,41.6,69515.0,76943.0,146458,19871.0,2.39,LA,260.35,10.03,158.79,7.99,10.41,11.85
1860,Stockton,California,32.5,150976.0,154674.0,305650,79583.0,3.16,CA,,,,,,
1861,Lawrence,Kansas,27.4,45592.0,48324.0,93916,8701.0,2.53,KS,,,,,,
1862,Lawrence,Kansas,27.4,45592.0,48324.0,93916,8701.0,2.53,KS,,,,,,
1863,Avondale,Arizona,29.1,38712.0,41971.0,80683,8355.0,3.18,AZ,206.95,1.33,128.75,1.04,7.81,15.6
1864,Fort Myers,Florida,37.3,36850.0,37165.0,74015,15365.0,2.45,FL,220.3,1.46,98.71,0.31,4.61,7.07
1866,El Monte,California,37.3,57961.0,58784.0,116745,59655.0,3.67,CA,,,,,,
1867,Turlock,California,36.2,33190.0,39103.0,72293,14686.0,2.76,CA,,,,,,
1868,Fresno,California,30.0,256130.0,263942.0,520072,103453.0,3.12,CA,283.72,6.86,151.63,2.65,20.29,25.1
1869,Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,70769.0,2.26,MN,,,,,,
1870,Danbury,Connecticut,37.3,43435.0,41227.0,84662,25675.0,2.74,CT,,,,,,
1871,Meridian,Idaho,38.0,43353.0,47400.0,90753,8110.0,2.54,ID,,,,,,
1872,Trenton,New Jersey,33.3,42581.0,41650.0,84231,20428.0,3.04,NJ,,,,,,
1873,Austin,Texas,32.7,475718.0,456122.0,931840,181686.0,2.5,TX,,,,,,
1874,Huntington Beach,California,41.6,99967.0,101960.0,201927,35368.0,2.67,CA,,,,,,
1875,Dayton,Ohio,32.8,66631.0,73966.0,140597,7381.0,2.26,OH,236.99,5.83,50.78,0.81,1.74,1.94
1876,Pleasanton,California,41.3,36662.0,42857.0,79519,23208.0,2.87,CA,,,,,,
1878,Fontana,California,29.5,100644.0,106828.0,207472,61448.0,4.15,CA,357.15,7.54,234.6,8.46,47.19,52.27
1879,Santa Rosa,California,37.9,86840.0,88149.0,174989,33015.0,2.7,CA,226.97,1.71,111.58,0.54,9.93,12.69
1880,Norwalk,California,35.0,53125.0,54020.0,107145,39396.0,3.88,CA,253.68,9.08,60.08,1.1,2.74,3.37
1881,McAllen,Texas,32.3,68332.0,71921.0,140253,37691.0,3.19,TX,226.97,1.34,88.69,0.52,7.93,9.62
1882,Lynn,Massachusetts,34.8,44598.0,47861.0,92459,29899.0,2.81,MA,,,,,,
1883,Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,20717.0,2.17,MI,,,,,,
1884,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,35320.0,2.48,CO,165.22,0.81,82.97,0.2,0.9,1.05
1885,Duluth,Minnesota,34.7,41271.0,44855.0,86126,2258.0,2.25,MN,,,,,,
1886,Little Rock,Arkansas,36.6,96997.0,100989.0,197986,16640.0,2.36,AR,,,,,,
1887,Warren,Michigan,43.2,64063.0,71293.0,135356,18822.0,2.45,MI,290.39,9.85,33.98,1.25,3.28,3.67
1888,Tacoma,Washington,37.7,100914.0,107036.0,207950,31863.0,2.48,WA,253.68,3.6,61.51,0.79,2.99,3.91
1889,Olathe,Kansas,33.0,65046.0,69270.0,134316,11913.0,2.969999999999999,KS,,,,,,
1890,Tacoma,Washington,37.7,100914.0,107036.0,207950,31863.0,2.48,WA,253.68,3.6,61.51,0.79,2.99,3.91
1891,San Diego,California,34.5,693826.0,701081.0,1394907,373842.0,2.73,CA,257.02,4.97,141.62,3.13,18.1,24.1
1892,Long Beach,California,34.6,238159.0,236013.0,474172,127764.0,2.78,CA,277.04,12.0,128.75,6.97,12.89,17.18
1893,Boulder,Colorado,29.0,56342.0,51000.0,107342,12993.0,2.24,CO,173.57,0.98,89.41,0.57,1.91,2.25
1894,Shawnee,Kansas,40.1,32313.0,32745.0,65058,4136.0,2.64,KS,,,,,,
1895,South Gate,California,32.5,47758.0,48641.0,96399,40571.0,3.969999999999999,CA,,,,,,
1896,Centennial,Colorado,42.4,53222.0,56504.0,109726,9501.0,2.66,CO,380.52,40.1,85.12,7.03,8.41,9.96
1897,Lake Forest,California,40.3,41515.0,40982.0,82497,20784.0,2.76,CA,267.03,16.28,47.92,0.62,2.57,3.7
1898,San Antonio,Texas,33.1,721405.0,748419.0,1469824,208046.0,2.93,TX,,,,,,
1899,Chandler,Arizona,35.6,128885.0,131948.0,260833,38721.0,2.78,AZ,257.02,8.48,170.23,3.93,13.44,23.3
1900,Greeley,Colorado,31.0,50792.0,50091.0,100883,11480.0,2.75,CO,,,,,,
1901,Mission Viejo,California,44.9,48849.0,48314.0,97163,17308.0,2.85,CA,,,,,,
1902,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,34003.0,2.91,FL,223.64,2.7,92.98,0.2,4.78,7.13
1903,Redondo Beach,California,43.0,34855.0,33330.0,68185,13536.0,2.34,CA,367.17,19.54,168.8,5.07,24.12,29.99
1904,Longview,Texas,36.8,40065.0,41525.0,81590,8782.0,2.55,TX,236.99,3.43,127.32,6.38,9.18,12.41
1905,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,58200.0,2.49,NM,,,,,,
1906,Sacramento,California,33.7,237724.0,252991.0,490715,112579.0,2.73,CA,,,,,,
1907,Bloomington,Minnesota,40.9,43318.0,43118.0,86436,10728.0,2.3,MN,216.96,2.14,71.53,0.73,1.15,1.28
1908,Sunnyvale,California,35.7,79480.0,72280.0,151760,71441.0,2.74,CA,226.97,2.79,101.57,1.27,7.67,12.28
1909,Santa Clara,California,35.2,63278.0,62938.0,126216,52281.0,2.75,CA,317.1,12.51,153.07,4.53,22.79,27.94
1910,Bryan,Texas,29.4,41761.0,40345.0,82106,12014.0,2.55,TX,213.62,1.61,108.72,0.61,3.3,5.8
1911,Avondale,Arizona,29.1,38712.0,41971.0,80683,8355.0,3.18,AZ,206.95,1.33,128.75,1.04,7.81,15.6
1912,The Woodlands,Texas,38.8,56083.0,63061.0,119144,21188.0,2.93,TX,273.71,8.4,77.96,0.9,7.37,9.13
1913,Pasadena,California,37.6,67712.0,74534.0,142246,40779.0,2.63,CA,347.14,22.28,170.23,8.94,24.68,29.08
1914,Alameda,California,41.4,37747.0,40867.0,78614,18841.0,2.52,CA,,,,,,
1915,Columbus,Ohio,32.5,413981.0,435086.0,849067,101129.0,2.4,OH,263.69,9.08,44.7,1.58,2.15,2.23
1916,Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,20717.0,2.17,MI,,,,,,
1917,Concord,North Carolina,35.7,42732.0,44961.0,87693,8847.0,2.719999999999999,NC,250.34,8.91,50.78,1.55,3.08,3.59
1918,Tempe,Arizona,28.8,91350.0,84476.0,175826,26620.0,2.44,AZ,,,,,,
1919,Columbia,Missouri,26.8,56544.0,62554.0,119098,10729.0,2.37,MO,240.33,2.66,60.8,0.95,4.39,4.63
1920,Springdale,Arkansas,31.8,36840.0,43614.0,80454,19969.0,3.04,AR,267.03,9.08,47.92,1.07,4.29,8.32
1921,Anchorage,Alaska,32.2,152945.0,145750.0,298695,33258.0,2.77,AK,260.35,0.16,60.8,0.02,0.5,1.09
1922,Richmond,California,35.3,52615.0,57100.0,109715,42215.0,2.87,CA,273.71,7.11,58.65,0.57,5.22,5.43
1923,Gary,Indiana,38.1,35876.0,41478.0,77354,1884.0,2.35,IN,267.03,18.68,60.8,3.87,2.95,4.61
1924,Eagan,Minnesota,36.8,31587.0,34701.0,66288,8642.0,2.49,MN,343.8,30.5,40.77,3.37,5.89,7.35
1925,Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5318.0,2.4,RI,307.08,15.25,0.0,3.37,7.46,8.07
1926,Yuma,Arizona,33.4,48298.0,45847.0,94145,19326.0,2.64,AZ,,,,,,
1927,Fishers,Indiana,34.5,42161.0,43910.0,86071,6138.0,2.8,IN,,,,,,
1928,Lauderhill,Florida,35.7,32813.0,38761.0,71574,25471.0,3.02,FL,,,,,,
1929,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,56530.0,3.25,NV,270.37,21.94,124.45,6.5,12.13,29.27
1930,Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,4706.0,2.67,AL,,,,,,
1931,Perris,California,26.9,41623.0,33336.0,74959,23277.0,4.78,CA,,,,,,
1932,Midland,Texas,32.1,66595.0,66355.0,132950,17061.0,2.78,TX,220.3,6.0,76.53,0.25,3.32,5.98
1933,Temple,Texas,33.6,33512.0,38785.0,72297,3968.0,2.59,TX,,,,,,
1934,Columbus,Ohio,32.5,413981.0,435086.0,849067,101129.0,2.4,OH,263.69,9.08,44.7,1.58,2.15,2.23
1935,Newton,Massachusetts,42.3,41985.0,46824.0,88809,21692.0,2.71,MA,293.73,18.85,41.49,2.41,3.92,7.74
1936,Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,27757.0,2.06,MA,236.99,21.76,1.11,1.83,3.12,3.67
1937,Tampa,Florida,35.3,175517.0,193511.0,369028,58795.0,2.47,FL,213.62,2.08,91.55,0.59,2.91,5.1
1938,Dothan,Alabama,38.9,32172.0,35364.0,67536,1699.0,2.59,AL,220.3,1.11,84.4,0.57,4.01,4.88
1940,Oakland,California,35.7,203827.0,215451.0,419278,113896.0,2.56,CA,247.0,5.01,88.69,2.09,5.07,10.53
1941,Irving,Texas,32.3,117189.0,119428.0,236617,86756.0,2.78,TX,,,,,,
1942,Hollywood,Florida,41.4,75358.0,74363.0,149721,55158.0,2.65,FL,247.0,6.34,107.29,2.15,6.33,7.35
1943,Flagstaff,Arizona,23.9,33224.0,37093.0,70317,4262.0,2.55,AZ,168.56,0.36,87.26,0.17,3.9,6.4
1944,Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3222.0,2.44,AR,240.33,4.11,53.64,0.29,3.69,3.99
1945,Laredo,Texas,28.8,124305.0,131484.0,255789,68427.0,3.66,TX,580.79,22.62,50.07,1.31,11.15,13.85
1946,San Ramon,California,39.1,39221.0,36911.0,76132,29691.0,3.09,CA,,,,,,
1947,Bellingham,Washington,30.7,41286.0,43857.0,85143,8713.0,2.44,WA,,,,,,
1948,Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,7645.0,2.64,MN,236.99,4.28,68.67,0.68,3.72,4.46
1949,Downey,California,37.3,53006.0,61205.0,114211,39977.0,3.45,CA,,,,,,
1950,Milpitas,California,36.8,40098.0,37519.0,77617,39436.0,3.32,CA,,,,,,
1951,Largo,Florida,45.1,38166.0,42841.0,81007,10489.0,2.28,FL,203.61,0.86,90.84,0.29,2.08,4.99
1952,Eugene,Oregon,33.4,79071.0,84377.0,163448,14503.0,2.34,OR,247.0,5.66,37.55,1.71,3.46,4.18
1953,Carrollton,Texas,36.9,66928.0,66218.0,133146,35327.0,2.78,TX,,,,,,
1954,Riverview,Florida,32.2,44210.0,45536.0,89746,12240.0,3.22,FL,,,,,,
1955,Mobile,Alabama,38.0,91275.0,103030.0,194305,7234.0,2.4,AL,230.31,2.91,83.69,0.97,4.22,5.18
1956,Irving,Texas,32.3,117189.0,119428.0,236617,86756.0,2.78,TX,,,,,,
1957,Fresno,California,30.0,256130.0,263942.0,520072,103453.0,3.12,CA,283.72,6.86,151.63,2.65,20.29,25.1
1958,Portland,Oregon,36.7,313516.0,318671.0,632187,86041.0,2.43,OR,270.37,7.88,44.35,2.71,4.33,5.52
1959,Thousand Oaks,California,44.8,65113.0,64216.0,129329,25330.0,2.79,CA,,,,,,
1960,Rialto,California,31.6,49902.0,53235.0,103137,32741.0,3.83,CA,,,,,,
1961,Garden Grove,California,37.8,86779.0,88605.0,175384,80677.0,3.66,CA,,,,,,
1962,Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,6313.0,2.28,AR,267.03,9.08,47.92,1.07,4.29,8.32
1963,Waukegan,Illinois,32.3,45514.0,42833.0,88347,30997.0,2.92,IL,267.03,16.28,47.92,0.62,2.57,3.7
1964,Hayward,California,34.3,78152.0,80148.0,158300,60970.0,3.32,CA,,,,,,
1965,Mesa,Arizona,36.9,234998.0,236835.0,471833,57492.0,2.68,AZ,236.99,5.31,153.07,3.22,11.23,19.55
1966,Corpus Christi,Texas,35.0,160488.0,163594.0,324082,30834.0,2.69,TX,,,,,,
1967,Bismarck,North Dakota,38.0,34675.0,35565.0,70240,2064.0,2.11,ND,216.96,2.79,72.96,3.7,1.04,1.33
1968,Orem,Utah,26.1,48695.0,45762.0,94457,12808.0,3.26,UT,,,,,,
1969,Lowell,Massachusetts,33.4,54422.0,56298.0,110720,33414.0,2.8,MA,,,,,,
1970,Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4364.0,2.48,VA,253.68,3.38,46.49,0.74,5.22,5.39
1971,Killeen,Texas,29.2,69442.0,71367.0,140809,15769.0,2.719999999999999,TX,223.64,2.51,90.12,0.66,4.54,8.91
1972,Newton,Massachusetts,42.3,41985.0,46824.0,88809,21692.0,2.71,MA,293.73,18.85,41.49,2.41,3.92,7.74
1973,North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,49815.0,3.31,NV,,,,,,
1974,Memphis,Tennessee,34.1,312237.0,343523.0,655760,43318.0,2.55,TN,,,,,,
1975,Miramar,Florida,36.6,66157.0,70958.0,137115,57179.0,3.41,FL,213.62,2.57,88.69,0.37,4.1,6.54
1976,Eugene,Oregon,33.4,79071.0,84377.0,163448,14503.0,2.34,OR,247.0,5.66,37.55,1.71,3.46,4.18
1977,Buffalo,New York,33.1,124537.0,133529.0,258066,24630.0,2.27,NY,327.11,21.25,30.04,2.3,4.98,5.6
1978,Anaheim,California,33.6,179603.0,171135.0,350738,137133.0,3.45,CA,600.82,52.09,300.41,32.42,69.68,79.93
1979,Gulfport,Mississippi,35.1,33108.0,38764.0,71872,3072.0,2.54,MS,,,,,,
1980,West Jordan,Utah,30.8,57898.0,54044.0,111942,11492.0,3.46,UT,350.48,23.31,128.75,7.09,32.34,37.35
1981,Lauderhill,Florida,35.7,32813.0,38761.0,71574,25471.0,3.02,FL,,,,,,
